,location,date,vaccine,total_vaccinations
31086,Romania,2021-02-23,Moderna,73010
31087,Romania,2021-02-23,Oxford/AstraZeneca,78141
31088,Romania,2021-02-23,Pfizer/BioNTech,1278866
31089,Romania,2021-02-24,Moderna,73017
31090,Romania,2021-02-24,Oxford/AstraZeneca,87871
31091,Romania,2021-02-24,Pfizer/BioNTech,1297346
31092,Romania,2021-02-25,Moderna,73020
31093,Romania,2021-02-25,Oxford/AstraZeneca,98055
31094,Romania,2021-02-25,Pfizer/BioNTech,1307417
31095,Romania,2021-02-26,Oxford/AstraZeneca,109339
31096,Romania,2021-02-26,Pfizer/BioNTech,1315258
31097,Romania,2021-02-27,Oxford/AstraZeneca,119310
31098,Romania,2021-02-27,Pfizer/BioNTech,1320991
31099,Romania,2021-02-28,Oxford/AstraZeneca,127371
31100,Romania,2021-02-28,Pfizer/BioNTech,1324066
31101,Romania,2021-03-01,Oxford/AstraZeneca,136586
31102,Romania,2021-03-01,Pfizer/BioNTech,1347000
31103,Romania,2021-03-02,Oxford/AstraZeneca,146051
31104,Romania,2021-03-02,Pfizer/BioNTech,1375693
31105,Romania,2021-03-03,Oxford/AstraZeneca,154730
31106,Romania,2021-03-03,Pfizer/BioNTech,1405699
31107,Romania,2021-03-04,Moderna,79862
31108,Romania,2021-03-04,Oxford/AstraZeneca,162337
31109,Romania,2021-03-04,Pfizer/BioNTech,1434988
31110,Romania,2021-03-05,Moderna,88224
31111,Romania,2021-03-05,Oxford/AstraZeneca,170102
31112,Romania,2021-03-05,Pfizer/BioNTech,1466214
31113,Romania,2021-03-06,Moderna,96530
31114,Romania,2021-03-06,Oxford/AstraZeneca,177516
31115,Romania,2021-03-06,Pfizer/BioNTech,1499132
31116,Romania,2021-03-07,Moderna,104227
31117,Romania,2021-03-07,Oxford/AstraZeneca,184012
31118,Romania,2021-03-07,Pfizer/BioNTech,1530123
31119,Romania,2021-03-08,Moderna,108871
31120,Romania,2021-03-08,Oxford/AstraZeneca,190326
31121,Romania,2021-03-08,Pfizer/BioNTech,1562623
31122,Romania,2021-03-09,Moderna,113813
31123,Romania,2021-03-09,Oxford/AstraZeneca,197660
31124,Romania,2021-03-09,Pfizer/BioNTech,1598547
31125,Romania,2021-03-10,Moderna,117819
31126,Romania,2021-03-10,Oxford/AstraZeneca,204910
31127,Romania,2021-03-10,Pfizer/BioNTech,1638693
31128,Romania,2021-03-11,Moderna,121218
31129,Romania,2021-03-11,Oxford/AstraZeneca,211212
31130,Romania,2021-03-11,Pfizer/BioNTech,1678903
31131,Romania,2021-03-12,Moderna,124766
31132,Romania,2021-03-12,Oxford/AstraZeneca,217059
31133,Romania,2021-03-12,Pfizer/BioNTech,1718894
31134,Romania,2021-03-13,Moderna,128144
31135,Romania,2021-03-13,Oxford/AstraZeneca,222922
31136,Romania,2021-03-13,Pfizer/BioNTech,1758375
31137,Romania,2021-03-14,Moderna,131137
31138,Romania,2021-03-14,Oxford/AstraZeneca,228280
31139,Romania,2021-03-14,Pfizer/BioNTech,1792723
31140,Romania,2021-03-15,Moderna,137600
31141,Romania,2021-03-15,Oxford/AstraZeneca,235679
31142,Romania,2021-03-15,Pfizer/BioNTech,1828437
31143,Romania,2021-03-16,Moderna,149732
31144,Romania,2021-03-16,Oxford/AstraZeneca,242742
31145,Romania,2021-03-16,Pfizer/BioNTech,1869226
31146,Romania,2021-03-17,Moderna,158781
31147,Romania,2021-03-17,Oxford/AstraZeneca,249300
31148,Romania,2021-03-17,Pfizer/BioNTech,1907900
31149,Romania,2021-03-18,Moderna,165150
31150,Romania,2021-03-18,Oxford/AstraZeneca,256243
31151,Romania,2021-03-18,Pfizer/BioNTech,1946513
31152,Romania,2021-03-19,Moderna,169966
31153,Romania,2021-03-19,Oxford/AstraZeneca,263394
31154,Romania,2021-03-19,Pfizer/BioNTech,1984407
31155,Romania,2021-03-20,Moderna,174732
31156,Romania,2021-03-20,Oxford/AstraZeneca,271485
31157,Romania,2021-03-20,Pfizer/BioNTech,2022454
31158,Romania,2021-03-21,Moderna,179154
31159,Romania,2021-03-21,Oxford/AstraZeneca,279325
31160,Romania,2021-03-21,Pfizer/BioNTech,2054609
31161,Romania,2021-03-22,Moderna,183177
31162,Romania,2021-03-22,Oxford/AstraZeneca,286648
31163,Romania,2021-03-22,Pfizer/BioNTech,2090459
31164,Romania,2021-03-23,Moderna,187546
31165,Romania,2021-03-23,Oxford/AstraZeneca,294985
31166,Romania,2021-03-23,Pfizer/BioNTech,2135815
31167,Romania,2021-03-24,Moderna,191868
31168,Romania,2021-03-24,Oxford/AstraZeneca,302969
31169,Romania,2021-03-24,Pfizer/BioNTech,2182617
31170,Romania,2021-03-25,Moderna,196122
31171,Romania,2021-03-25,Oxford/AstraZeneca,310485
31172,Romania,2021-03-25,Pfizer/BioNTech,2229733
31173,Romania,2021-03-26,Moderna,200231
31174,Romania,2021-03-26,Oxford/AstraZeneca,318056
31175,Romania,2021-03-26,Pfizer/BioNTech,2273184
31176,Romania,2021-03-27,Moderna,204969
31177,Romania,2021-03-27,Oxford/AstraZeneca,326640
31178,Romania,2021-03-27,Pfizer/BioNTech,2318409
31179,Romania,2021-03-28,Moderna,209212
31180,Romania,2021-03-28,Oxford/AstraZeneca,334912
31181,Romania,2021-03-28,Pfizer/BioNTech,2360607
31182,Romania,2021-03-29,Moderna,213039
31183,Romania,2021-03-29,Oxford/AstraZeneca,342263
31184,Romania,2021-03-29,Pfizer/BioNTech,2401887
31185,Romania,2021-03-30,Moderna,217516
31186,Romania,2021-03-30,Oxford/AstraZeneca,349827
31187,Romania,2021-03-30,Pfizer/BioNTech,2454264
31188,Romania,2021-03-31,Moderna,221682
31189,Romania,2021-03-31,Oxford/AstraZeneca,356402
31190,Romania,2021-03-31,Pfizer/BioNTech,2501784
31191,Romania,2021-04-01,Moderna,226033
31192,Romania,2021-04-01,Oxford/AstraZeneca,362660
31193,Romania,2021-04-01,Pfizer/BioNTech,2548790
31194,Romania,2021-04-02,Moderna,230533
31195,Romania,2021-04-02,Oxford/AstraZeneca,368974
31196,Romania,2021-04-02,Pfizer/BioNTech,2595945
31197,Romania,2021-04-03,Moderna,235329
31198,Romania,2021-04-03,Oxford/AstraZeneca,374819
31199,Romania,2021-04-03,Pfizer/BioNTech,2640729
31200,Romania,2021-04-04,Moderna,239724
31201,Romania,2021-04-04,Oxford/AstraZeneca,379020
31202,Romania,2021-04-04,Pfizer/BioNTech,2680468
31203,Romania,2021-04-05,Moderna,243667
31204,Romania,2021-04-05,Oxford/AstraZeneca,382996
31205,Romania,2021-04-05,Pfizer/BioNTech,2723919
31206,Romania,2021-04-06,Moderna,248385
31207,Romania,2021-04-06,Oxford/AstraZeneca,386430
31208,Romania,2021-04-06,Pfizer/BioNTech,2770716
31209,Romania,2021-04-07,Moderna,253339
31210,Romania,2021-04-07,Oxford/AstraZeneca,389001
31211,Romania,2021-04-07,Pfizer/BioNTech,2818530
31212,Romania,2021-04-08,Moderna,258603
31213,Romania,2021-04-08,Oxford/AstraZeneca,391469
31214,Romania,2021-04-08,Pfizer/BioNTech,2867621
31215,Romania,2021-04-09,Moderna,263626
31216,Romania,2021-04-09,Oxford/AstraZeneca,393982
31217,Romania,2021-04-09,Pfizer/BioNTech,2914374
31218,Romania,2021-04-10,Moderna,271279
31219,Romania,2021-04-10,Oxford/AstraZeneca,397094
31220,Romania,2021-04-10,Pfizer/BioNTech,2965548
31221,Romania,2021-04-11,Moderna,278832
31222,Romania,2021-04-11,Oxford/AstraZeneca,399252
31223,Romania,2021-04-11,Pfizer/BioNTech,3012825
31224,Romania,2021-04-12,Moderna,287423
31225,Romania,2021-04-12,Oxford/AstraZeneca,407271
31226,Romania,2021-04-12,Pfizer/BioNTech,3059096
31227,Romania,2021-04-13,Moderna,296167
31228,Romania,2021-04-13,Oxford/AstraZeneca,417067
31229,Romania,2021-04-13,Pfizer/BioNTech,3117146
31230,Romania,2021-04-14,Moderna,305182
31231,Romania,2021-04-14,Oxford/AstraZeneca,426913
31232,Romania,2021-04-14,Pfizer/BioNTech,3178405
31233,Romania,2021-04-15,Moderna,314259
31234,Romania,2021-04-15,Oxford/AstraZeneca,436165
31235,Romania,2021-04-15,Pfizer/BioNTech,3240132
31236,Romania,2021-04-16,Moderna,323062
31237,Romania,2021-04-16,Oxford/AstraZeneca,446329
31238,Romania,2021-04-16,Pfizer/BioNTech,3300799
31239,Romania,2021-04-17,Moderna,332539
31240,Romania,2021-04-17,Oxford/AstraZeneca,456172
31241,Romania,2021-04-17,Pfizer/BioNTech,3362657
31242,Romania,2021-04-18,Moderna,341162
31243,Romania,2021-04-18,Oxford/AstraZeneca,464653
31244,Romania,2021-04-18,Pfizer/BioNTech,3417475
31245,Romania,2021-04-19,Moderna,349011
31246,Romania,2021-04-19,Oxford/AstraZeneca,475051
31247,Romania,2021-04-19,Pfizer/BioNTech,3474495
31248,Romania,2021-04-20,Moderna,358891
31249,Romania,2021-04-20,Oxford/AstraZeneca,485089
31250,Romania,2021-04-20,Pfizer/BioNTech,3543461
31251,Romania,2021-04-21,Moderna,369970
31252,Romania,2021-04-21,Oxford/AstraZeneca,495208
31253,Romania,2021-04-21,Pfizer/BioNTech,3614041
31254,Romania,2021-04-22,Moderna,380592
31255,Romania,2021-04-22,Oxford/AstraZeneca,505247
31256,Romania,2021-04-22,Pfizer/BioNTech,3680757
31257,Romania,2021-04-23,Moderna,390799
31258,Romania,2021-04-23,Oxford/AstraZeneca,516765
31259,Romania,2021-04-23,Pfizer/BioNTech,3749432
31260,Romania,2021-04-24,Moderna,402275
31261,Romania,2021-04-24,Oxford/AstraZeneca,526446
31262,Romania,2021-04-24,Pfizer/BioNTech,3817954
31263,Romania,2021-04-25,Moderna,411876
31264,Romania,2021-04-25,Oxford/AstraZeneca,534300
31265,Romania,2021-04-25,Pfizer/BioNTech,3877603
31266,Romania,2021-04-26,Moderna,421055
31267,Romania,2021-04-26,Oxford/AstraZeneca,543893
31268,Romania,2021-04-26,Pfizer/BioNTech,3939640
31269,Romania,2021-04-27,Moderna,430671
31270,Romania,2021-04-27,Oxford/AstraZeneca,553916
31271,Romania,2021-04-27,Pfizer/BioNTech,4004648
31272,Romania,2021-04-28,Moderna,439342
31273,Romania,2021-04-28,Oxford/AstraZeneca,563246
31274,Romania,2021-04-28,Pfizer/BioNTech,4070437
31275,Romania,2021-04-29,Moderna,447398
31276,Romania,2021-04-29,Oxford/AstraZeneca,571580
31277,Romania,2021-04-29,Pfizer/BioNTech,4134438
31278,Romania,2021-04-30,Moderna,455671
31279,Romania,2021-04-30,Oxford/AstraZeneca,579202
31280,Romania,2021-04-30,Pfizer/BioNTech,4197155
31281,Romania,2021-05-01,Moderna,461395
31282,Romania,2021-05-01,Oxford/AstraZeneca,584908
31283,Romania,2021-05-01,Pfizer/BioNTech,4245742
31284,Romania,2021-05-02,Moderna,465528
31285,Romania,2021-05-02,Oxford/AstraZeneca,588599
31286,Romania,2021-05-02,Pfizer/BioNTech,4279191
31287,Romania,2021-05-03,Moderna,471274
31288,Romania,2021-05-03,Oxford/AstraZeneca,593957
31289,Romania,2021-05-03,Pfizer/BioNTech,4334654
31290,Romania,2021-05-04,Johnson&Johnson,45
31291,Romania,2021-05-04,Moderna,478246
31292,Romania,2021-05-04,Oxford/AstraZeneca,602451
31293,Romania,2021-05-04,Pfizer/BioNTech,4404747
31294,Romania,2021-05-05,Johnson&Johnson,267
31295,Romania,2021-05-05,Moderna,485462
31296,Romania,2021-05-05,Oxford/AstraZeneca,610915
31297,Romania,2021-05-05,Pfizer/BioNTech,4483199
31298,Romania,2021-05-06,Johnson&Johnson,1159
31299,Romania,2021-05-06,Moderna,494009
31300,Romania,2021-05-06,Oxford/AstraZeneca,618693
31301,Romania,2021-05-06,Pfizer/BioNTech,4566436
31302,Romania,2021-05-07,Johnson&Johnson,2654
31303,Romania,2021-05-07,Moderna,502226
31304,Romania,2021-05-07,Oxford/AstraZeneca,625404
31305,Romania,2021-05-07,Pfizer/BioNTech,4642514
31306,Romania,2021-05-08,Johnson&Johnson,3325
31307,Romania,2021-05-08,Moderna,512737
31308,Romania,2021-05-08,Oxford/AstraZeneca,632302
31309,Romania,2021-05-08,Pfizer/BioNTech,4735067
31310,Romania,2021-05-09,Johnson&Johnson,3527
31311,Romania,2021-05-09,Moderna,522443
31312,Romania,2021-05-09,Oxford/AstraZeneca,638049
31313,Romania,2021-05-09,Pfizer/BioNTech,4823349
31314,Romania,2021-05-10,Johnson&Johnson,5270
31315,Romania,2021-05-10,Moderna,530055
31316,Romania,2021-05-10,Oxford/AstraZeneca,646291
31317,Romania,2021-05-10,Pfizer/BioNTech,4905212
31318,Romania,2021-05-11,Johnson&Johnson,8651
31319,Romania,2021-05-11,Moderna,537276
31320,Romania,2021-05-11,Oxford/AstraZeneca,654036
31321,Romania,2021-05-11,Pfizer/BioNTech,4992709
31322,Romania,2021-05-12,Johnson&Johnson,12662
31323,Romania,2021-05-12,Moderna,544683
31324,Romania,2021-05-12,Oxford/AstraZeneca,661214
31325,Romania,2021-05-12,Pfizer/BioNTech,5078867
31326,Romania,2021-05-13,Johnson&Johnson,17203
31327,Romania,2021-05-13,Moderna,551854
31328,Romania,2021-05-13,Oxford/AstraZeneca,668387
31329,Romania,2021-05-13,Pfizer/BioNTech,5163215
31330,Romania,2021-05-14,Johnson&Johnson,23115
31331,Romania,2021-05-14,Moderna,559092
31332,Romania,2021-05-14,Oxford/AstraZeneca,676145
31333,Romania,2021-05-14,Pfizer/BioNTech,5252621
31334,Romania,2021-05-15,Johnson&Johnson,25538
31335,Romania,2021-05-15,Moderna,566632
31336,Romania,2021-05-15,Oxford/AstraZeneca,684454
31337,Romania,2021-05-15,Pfizer/BioNTech,5353370
31338,Romania,2021-05-16,Johnson&Johnson,27008
31339,Romania,2021-05-16,Moderna,572217
31340,Romania,2021-05-16,Oxford/AstraZeneca,692147
31341,Romania,2021-05-16,Pfizer/BioNTech,5440284
31342,Romania,2021-05-17,Johnson&Johnson,31404
31343,Romania,2021-05-17,Moderna,577717
31344,Romania,2021-05-17,Oxford/AstraZeneca,699993
31345,Romania,2021-05-17,Pfizer/BioNTech,5517198
31346,Romania,2021-05-18,Johnson&Johnson,37860
31347,Romania,2021-05-18,Moderna,585040
31348,Romania,2021-05-18,Oxford/AstraZeneca,708606
31349,Romania,2021-05-18,Pfizer/BioNTech,5591759
31350,Romania,2021-05-19,Johnson&Johnson,45337
31351,Romania,2021-05-19,Moderna,592929
31352,Romania,2021-05-19,Oxford/AstraZeneca,716589
31353,Romania,2021-05-19,Pfizer/BioNTech,5662827
31354,Romania,2021-05-20,Johnson&Johnson,52508
31355,Romania,2021-05-20,Moderna,600583
31356,Romania,2021-05-20,Oxford/AstraZeneca,724401
31357,Romania,2021-05-20,Pfizer/BioNTech,5728149
31358,Romania,2021-05-21,Johnson&Johnson,59855
31359,Romania,2021-05-21,Moderna,607662
31360,Romania,2021-05-21,Oxford/AstraZeneca,732201
31361,Romania,2021-05-21,Pfizer/BioNTech,5790898
31362,Romania,2021-05-22,Johnson&Johnson,62730
31363,Romania,2021-05-22,Moderna,615611
31364,Romania,2021-05-22,Oxford/AstraZeneca,740674
31365,Romania,2021-05-22,Pfizer/BioNTech,5847052
31366,Romania,2021-05-23,Johnson&Johnson,65439
31367,Romania,2021-05-23,Moderna,621592
31368,Romania,2021-05-23,Oxford/AstraZeneca,748426
31369,Romania,2021-05-23,Pfizer/BioNTech,5884675
31370,Romania,2021-05-24,Johnson&Johnson,71246
31371,Romania,2021-05-24,Moderna,627741
31372,Romania,2021-05-24,Oxford/AstraZeneca,756116
31373,Romania,2021-05-24,Pfizer/BioNTech,5922644
31374,Romania,2021-05-25,Johnson&Johnson,78264
31375,Romania,2021-05-25,Moderna,633965
31376,Romania,2021-05-25,Oxford/AstraZeneca,763583
31377,Romania,2021-05-25,Pfizer/BioNTech,5970755
31378,Romania,2021-05-26,Johnson&Johnson,86267
31379,Romania,2021-05-26,Moderna,639199
31380,Romania,2021-05-26,Oxford/AstraZeneca,770285
31381,Romania,2021-05-26,Pfizer/BioNTech,6021938
31382,Romania,2021-05-27,Johnson&Johnson,94290
31383,Romania,2021-05-27,Moderna,643967
31384,Romania,2021-05-27,Oxford/AstraZeneca,776549
31385,Romania,2021-05-27,Pfizer/BioNTech,6070261
31386,Romania,2021-05-28,Johnson&Johnson,102965
31387,Romania,2021-05-28,Moderna,648279
31388,Romania,2021-05-28,Oxford/AstraZeneca,782802
31389,Romania,2021-05-28,Pfizer/BioNTech,6120498
31390,Romania,2021-05-29,Johnson&Johnson,107871
31391,Romania,2021-05-29,Moderna,651064
31392,Romania,2021-05-29,Oxford/AstraZeneca,788744
31393,Romania,2021-05-29,Pfizer/BioNTech,6183794
31394,Romania,2021-05-30,Johnson&Johnson,112771
31395,Romania,2021-05-30,Moderna,652398
31396,Romania,2021-05-30,Oxford/AstraZeneca,792930
31397,Romania,2021-05-30,Pfizer/BioNTech,6242467
31398,Romania,2021-05-31,Johnson&Johnson,120076
31399,Romania,2021-05-31,Moderna,654399
31400,Romania,2021-05-31,Oxford/AstraZeneca,797307
31401,Romania,2021-05-31,Pfizer/BioNTech,6292917
31402,Romania,2021-06-01,Johnson&Johnson,124027
31403,Romania,2021-06-01,Moderna,656926
31404,Romania,2021-06-01,Oxford/AstraZeneca,800876
31405,Romania,2021-06-01,Pfizer/BioNTech,6335638
31406,Romania,2021-06-02,Johnson&Johnson,130875
31407,Romania,2021-06-02,Moderna,660017
31408,Romania,2021-06-02,Oxford/AstraZeneca,803580
31409,Romania,2021-06-02,Pfizer/BioNTech,6378667
31410,Romania,2021-06-03,Johnson&Johnson,139973
31411,Romania,2021-06-03,Moderna,663386
31412,Romania,2021-06-03,Oxford/AstraZeneca,806233
31413,Romania,2021-06-03,Pfizer/BioNTech,6424160
31414,Romania,2021-06-04,Johnson&Johnson,150981
31415,Romania,2021-06-04,Moderna,667729
31416,Romania,2021-06-04,Oxford/AstraZeneca,808919
31417,Romania,2021-06-04,Pfizer/BioNTech,6474130
31418,Romania,2021-06-05,Johnson&Johnson,156197
31419,Romania,2021-06-05,Moderna,671060
31420,Romania,2021-06-05,Oxford/AstraZeneca,812017
31421,Romania,2021-06-05,Pfizer/BioNTech,6532740
31422,Romania,2021-06-06,Johnson&Johnson,160015
31423,Romania,2021-06-06,Moderna,673620
31424,Romania,2021-06-06,Oxford/AstraZeneca,814255
31425,Romania,2021-06-06,Pfizer/BioNTech,6582226
31426,Romania,2021-06-07,Johnson&Johnson,167095
31427,Romania,2021-06-07,Moderna,676640
31428,Romania,2021-06-07,Oxford/AstraZeneca,816266
31429,Romania,2021-06-07,Pfizer/BioNTech,6619520
31430,Romania,2021-06-08,Johnson&Johnson,175823
31431,Romania,2021-06-08,Moderna,679531
31432,Romania,2021-06-08,Oxford/AstraZeneca,817802
31433,Romania,2021-06-08,Pfizer/BioNTech,6655832
31434,Romania,2021-06-09,Johnson&Johnson,185203
31435,Romania,2021-06-09,Moderna,682102
31436,Romania,2021-06-09,Oxford/AstraZeneca,819352
31437,Romania,2021-06-09,Pfizer/BioNTech,6688204
31438,Romania,2021-06-10,Johnson&Johnson,194313
31439,Romania,2021-06-10,Moderna,684750
31440,Romania,2021-06-10,Oxford/AstraZeneca,820765
31441,Romania,2021-06-10,Pfizer/BioNTech,6716587
31442,Romania,2021-06-11,Johnson&Johnson,203434
31443,Romania,2021-06-11,Moderna,687376
31444,Romania,2021-06-11,Oxford/AstraZeneca,822454
31445,Romania,2021-06-11,Pfizer/BioNTech,6744379
31446,Romania,2021-06-12,Johnson&Johnson,208487
31447,Romania,2021-06-12,Moderna,690146
31448,Romania,2021-06-12,Oxford/AstraZeneca,824172
31449,Romania,2021-06-12,Pfizer/BioNTech,6774086
31450,Romania,2021-06-13,Johnson&Johnson,212116
31451,Romania,2021-06-13,Moderna,691646
31452,Romania,2021-06-13,Oxford/AstraZeneca,825221
31453,Romania,2021-06-13,Pfizer/BioNTech,6799355
31454,Romania,2021-06-14,Johnson&Johnson,218111
31455,Romania,2021-06-14,Moderna,693282
31456,Romania,2021-06-14,Oxford/AstraZeneca,826711
31457,Romania,2021-06-14,Pfizer/BioNTech,6821300
31458,Romania,2021-06-15,Johnson&Johnson,225331
31459,Romania,2021-06-15,Moderna,695110
31460,Romania,2021-06-15,Oxford/AstraZeneca,828077
31461,Romania,2021-06-15,Pfizer/BioNTech,6843211
31462,Romania,2021-06-16,Johnson&Johnson,232530
31463,Romania,2021-06-16,Moderna,696764
31464,Romania,2021-06-16,Oxford/AstraZeneca,829250
31465,Romania,2021-06-16,Pfizer/BioNTech,6865262
31466,Romania,2021-06-17,Johnson&Johnson,239414
31467,Romania,2021-06-17,Moderna,698174
31468,Romania,2021-06-17,Oxford/AstraZeneca,830042
31469,Romania,2021-06-17,Pfizer/BioNTech,6885178
31470,Romania,2021-06-18,Johnson&Johnson,246330
31471,Romania,2021-06-18,Moderna,699624
31472,Romania,2021-06-18,Oxford/AstraZeneca,831055
31473,Romania,2021-06-18,Pfizer/BioNTech,6905112
31474,Romania,2021-06-19,Johnson&Johnson,249554
31475,Romania,2021-06-19,Moderna,700813
31476,Romania,2021-06-19,Oxford/AstraZeneca,831927
31477,Romania,2021-06-19,Pfizer/BioNTech,6925306
31478,Romania,2021-06-20,Johnson&Johnson,251882
31479,Romania,2021-06-20,Moderna,701579
31480,Romania,2021-06-20,Oxford/AstraZeneca,832498
31481,Romania,2021-06-20,Pfizer/BioNTech,6941986
31482,Romania,2021-06-21,Johnson&Johnson,254214
31483,Romania,2021-06-21,Moderna,702241
31484,Romania,2021-06-21,Oxford/AstraZeneca,833261
31485,Romania,2021-06-21,Pfizer/BioNTech,6958269
31486,Romania,2021-06-22,Johnson&Johnson,259466
31487,Romania,2021-06-22,Moderna,703401
31488,Romania,2021-06-22,Oxford/AstraZeneca,834099
31489,Romania,2021-06-22,Pfizer/BioNTech,6974769
31490,Romania,2021-06-23,Johnson&Johnson,265692
31491,Romania,2021-06-23,Moderna,704552
31492,Romania,2021-06-23,Oxford/AstraZeneca,834913
31493,Romania,2021-06-23,Pfizer/BioNTech,6992664
31494,Romania,2021-06-24,Johnson&Johnson,271845
31495,Romania,2021-06-24,Moderna,705710
31496,Romania,2021-06-24,Oxford/AstraZeneca,835580
31497,Romania,2021-06-24,Pfizer/BioNTech,7010285
31498,Romania,2021-06-25,Johnson&Johnson,277980
31499,Romania,2021-06-25,Moderna,706820
31500,Romania,2021-06-25,Oxford/AstraZeneca,836202
31501,Romania,2021-06-25,Pfizer/BioNTech,7028146
31502,Romania,2021-06-26,Johnson&Johnson,281133
31503,Romania,2021-06-26,Moderna,707842
31504,Romania,2021-06-26,Oxford/AstraZeneca,836682
31505,Romania,2021-06-26,Pfizer/BioNTech,7046034
31506,Romania,2021-06-27,Johnson&Johnson,284286
31507,Romania,2021-06-27,Moderna,708864
31508,Romania,2021-06-27,Oxford/AstraZeneca,837162
31509,Romania,2021-06-27,Pfizer/BioNTech,7063922
31510,Romania,2021-06-28,Johnson&Johnson,288475
31511,Romania,2021-06-28,Moderna,709421
31512,Romania,2021-06-28,Oxford/AstraZeneca,837587
31513,Romania,2021-06-28,Pfizer/BioNTech,7077971
31514,Romania,2021-06-29,Johnson&Johnson,293344
31515,Romania,2021-06-29,Moderna,710016
31516,Romania,2021-06-29,Oxford/AstraZeneca,838224
31517,Romania,2021-06-29,Pfizer/BioNTech,7092434
31518,Romania,2021-06-30,Johnson&Johnson,298496
31519,Romania,2021-06-30,Moderna,710760
31520,Romania,2021-06-30,Oxford/AstraZeneca,838766
31521,Romania,2021-06-30,Pfizer/BioNTech,7106796
31522,Romania,2021-07-01,Johnson&Johnson,303647
31523,Romania,2021-07-01,Moderna,711343
31524,Romania,2021-07-01,Oxford/AstraZeneca,839162
31525,Romania,2021-07-01,Pfizer/BioNTech,7119663
31526,Romania,2021-07-02,Johnson&Johnson,309600
31527,Romania,2021-07-02,Moderna,711999
31528,Romania,2021-07-02,Oxford/AstraZeneca,839590
31529,Romania,2021-07-02,Pfizer/BioNTech,7133153
31530,Romania,2021-07-03,Johnson&Johnson,315553
31531,Romania,2021-07-03,Moderna,712655
31532,Romania,2021-07-03,Oxford/AstraZeneca,840018
31533,Romania,2021-07-03,Pfizer/BioNTech,7146643
31534,Romania,2021-07-04,Johnson&Johnson,317802
31535,Romania,2021-07-04,Moderna,713182
31536,Romania,2021-07-04,Oxford/AstraZeneca,840218
31537,Romania,2021-07-04,Pfizer/BioNTech,7155558
31538,Romania,2021-07-05,Johnson&Johnson,322261
31539,Romania,2021-07-05,Moderna,713794
31540,Romania,2021-07-05,Oxford/AstraZeneca,840619
31541,Romania,2021-07-05,Pfizer/BioNTech,7166541
31542,Romania,2021-07-06,Johnson&Johnson,327630
31543,Romania,2021-07-06,Moderna,714281
31544,Romania,2021-07-06,Oxford/AstraZeneca,840906
31545,Romania,2021-07-06,Pfizer/BioNTech,7177103
31546,Romania,2021-07-07,Johnson&Johnson,333369
31547,Romania,2021-07-07,Moderna,714783
31548,Romania,2021-07-07,Oxford/AstraZeneca,841212
